subdistrito_code,nome,distrito_code,ibge_code,uf
52087070516,U.T.P. Jardim América,520870705,5208707,GO
52087070517,U.T.P. Sudoeste,520870705,5208707,GO
52087070518,U.T.P. Cidade Jardim,520870705,5208707,GO
52087070519,U.T.P. Coimbra,520870705,5208707,GO
52087070520,U.T.P. Campinas,520870705,5208707,GO
52087070521,U.T.P. Aeroviários,520870705,5208707,GO
52087070522,U.T.P. Marechal Rondon,520870705,5208707,GO
52087070523,U.T.P. Criméia Leste,520870705,5208707,GO
52087070524,U.T.P. Negrão de Lima,520870705,5208707,GO
52087070525,U.T.P. Bairro Feliz,520870705,5208707,GO
52087070526,U.T.P. Jardim Novo Mundo,520870705,5208707,GO
52087070527,U.T.P. Riviera/Água Branca,520870705,5208707,GO
52087070528,U.T.P. Autódromo ou Parque Lozandes,520870705,5208707,GO
52087070529,U.T.P. Parque das Laranjeiras e Jardim da Luz,520870705,5208707,GO
52087070530,U.T.P. Jardim Atlântico,520870705,5208707,GO
52087070531,U.T.P. Jardim Europa,520870705,5208707,GO
52087070532,U.T.P. Novo Horizonte/Faiçalville,520870705,5208707,GO
52087070533,U.T.P. Celina Park/Recreio dos Funcionários,520870705,5208707,GO
52087070534,U.T.P. Caravelas,520870705,5208707,GO
52087070535,U.T.P. Baliza-Itaipu,520870705,5208707,GO
52087070536,U.T.P. Parque Santa Rita,520870705,5208707,GO
52087070537,U.T.P. Parque Oeste Industrial,520870705,5208707,GO
52087070538,U.T.P. João Braz,520870705,5208707,GO
52087070539,U.T.P. Vila Rizzo,520870705,5208707,GO
52087070540,U.T.P. Parque Bom Jesus,520870705,5208707,GO
52087070541,U.T.P. Vera Cruz,520870705,5208707,GO
52087070542,U.T.P. Jardim Petrópolis,520870705,5208707,GO
52087070543,U.T.P. Vila Regina/Parque Industrial Paulista/Santos Dumont,520870705,5208707,GO
52087070544,U.T.P. Cândida de Morais/Maria Dilce,520870705,5208707,GO
52087070545,U.T.P. Capuava,520870705,5208707,GO
52087070546,U.T.P. Urias Magalhães,520870705,5208707,GO
52087070547,U.T.P. Goiânia II,520870705,5208707,GO
52087070548,U.T.P. Santa Genoveva,520870705,5208707,GO
52087070549,U.T.P. Aeroporto Internacional Santa Genoveva,520870705,5208707,GO
52087070550,U.T.P. Jaó,520870705,5208707,GO
52087070551,U.T.P. Santo Hilário,520870705,5208707,GO
52087070552,U.T.P. Vila Pedroso,520870705,5208707,GO
52087070553,U.T.P. Chácaras São Joaquim,520870705,5208707,GO
52087070554,U.T.P. Mutirão e Curitiba,520870705,5208707,GO
52087070555,U.T.P. São Domingos,520870705,5208707,GO
52087070556,U.T.P. Finsocial,520870705,5208707,GO
52087070557,U.T.P. Jardim Balneário Meia Ponte/Mansões Goianas,520870705,5208707,GO
52087070558,U.T.P. Campus Universitário/Conjunto Itatiaia,520870705,5208707,GO
52087070559,U.T.P. Vila Jardim São Judas Tadeu/Jardim Pompéia,520870705,5208707,GO
52087070560,U.T.P. Jardim Guanabara,520870705,5208707,GO
52087070561,U.T.P. CEASA/Aldeia do Vale,520870705,5208707,GO
52087070562,U.T.P. Jardim Primavera,520870705,5208707,GO
52087070563,U.T.P. Zona Rural,520870705,5208707,GO
53001080506,Plano Piloto,530010805,5300108,DF
53001080507,Gama,530010805,5300108,DF
53001080508,Taguatinga,530010805,5300108,DF
53001080509,Brazlândia,530010805,5300108,DF
53001080510,Sobradinho,530010805,5300108,DF
53001080511,Planaltina,530010805,5300108,DF
53001080512,Paranoá,530010805,5300108,DF
53001080513,Riacho Fundo,530010805,5300108,DF
53001080514,Núcleo Bandeirante,530010805,5300108,DF
53001080515,Ceilândia,530010805,5300108,DF
53001080516,Guará,530010805,5300108,DF
53001080517,Cruzeiro,530010805,5300108,DF
53001080518,Samambaia,530010805,5300108,DF
53001080519,Candangolândia,530010805,5300108,DF
53001080520,Recanto das Emas,530010805,5300108,DF
53001080521,Lago Norte,530010805,5300108,DF
53001080523,Lago Sul,530010805,5300108,DF
53001080525,Santa Maria,530010805,5300108,DF
53001080530,São Sebastião,530010805,5300108,DF
53001080531,Sol Nascente/Pôr do Sol,530010805,5300108,DF
53001080532,Arniqueira,530010805,5300108,DF
53001080533,SIA,530010805,5300108,DF
53001080534,SCIA,530010805,5300108,DF
53001080535,Sudoeste/Octogonal,530010805,5300108,DF
53001080536,Águas Claras,530010805,5300108,DF
53001080537,Vicente Pires,530010805,5300108,DF
53001080538,Itapoã,530010805,5300108,DF
53001080539,Fercal,530010805,5300108,DF
53001080540,Jardim Botânico,530010805,5300108,DF
53001080541,Riacho Fundo II,530010805,5300108,DF
53001080542,Park Way,530010805,5300108,DF
53001080543,Varjão,530010805,5300108,DF
53001080544,Sobradinho II,530010805,5300108,DF
53001080545,Arapoanga,530010805,5300108,DF
53001080546,Água Quente,530010805,5300108,DF
